transactionid,employeeid,time,amount,profit,customerid,stage
125,9,2020-01-05 14:02:00,109.4,21.88
126,9,2020-01-05 14:11:00,10.8,2.16
127,8,2020-01-05 14:40:00,204.3,40.86
128,9,2020-01-05 15:09:00,29.6,5.92
129,2,2020-01-05 15:50:00,2.2,0.44
130,4,2020-01-05 16:30:00,79.3,15.86
131,13,2020-01-05 17:10:00,12.8,2.56
132,12,2020-01-05 17:10:00,9.6,1.92
133,8,2020-01-05 17:29:00,11.1,2.22
134,68,2020-01-05 18:08:00,30.3,6.06
135,9,2020-01-05 18:45:00,155.7,31.14
136,5,2020-01-05 19:04:00,10.6,2.12
137,10,2020-01-05 19:58:00,10.9,2.18
138,68,2020-01-05 20:58:00,8.5,1.7
139,3,2020-01-05 21:51:00,58.5,11.7
140,0,2020-01-05 22:41:00,2.1,0.42
141,1,2020-01-05 22:58:00,125.8,25.16
142,12,2020-01-06 10:14:00,27.3,5.46
143,12,2020-01-06 10:33:00,2.1,0.42
144,8,2020-01-06 10:46:00,8.0,1.6
145,7,2020-01-06 10:55:00,157.9,31.58
146,5,2020-01-06 11:20:00,274.4,54.88
147,3,2020-01-06 12:12:00,28.2,5.64
148,4,2020-01-06 12:46:00,269.3,53.86
149,13,2020-01-06 13:06:00,111.5,22.3
150,10,2020-01-06 13:24:00,26.7,5.34
151,13,2020-01-06 13:36:00,18.1,3.62
152,10,2020-01-06 14:02:00,15.4,3.08
153,8,2020-01-06 14:59:00,35.7,7.14
154,10,2020-01-06 15:27:00,23.3,4.66
155,14,2020-01-06 15:46:00,11.4,2.28
156,5,2020-01-06 16:08:00,113.3,22.66
157,14,2020-01-06 16:56:00,14.2,2.84
158,2,2020-01-06 17:47:00,35.8,7.16
159,1,2020-01-06 17:52:00,9.3,1.86
160,3,2020-01-06 18:20:00,6.6,1.32
161,14,2020-01-06 19:09:00,91.6,18.32
162,5,2020-01-06 19:13:00,10.1,2.02
163,4,2020-01-06 20:10:00,16.5,3.3
164,0,2020-01-06 20:48:00,17.8,3.56
165,4,2020-01-06 21:05:00,57.0,11.4
166,1,2020-01-06 21:51:00,4.8,0.96
167,2,2020-01-06 22:18:00,16.0,3.2
168,8,2020-01-07 10:45:00,10.9,2.18
169,8,2020-01-07 11:28:00,240.4,48.08
170,2,2020-01-07 11:58:00,122.1,24.42
171,8,2020-01-07 12:06:00,29.3,5.86
172,3,2020-01-07 12:51:00,72.1,14.42
173,10,2020-01-07 13:21:00,23.1,4.62
174,10,2020-01-07 13:38:00,45.5,9.1
175,8,2020-01-07 13:44:00,120.7,24.14
176,6,2020-01-07 14:44:00,4.5,0.9
177,67,2020-01-07 15:09:00,4.2,0.84
178,7,2020-01-07 15:25:00,57.7,11.54
179,6,2020-01-07 15:56:00,15.1,3.02
180,2,2020-01-07 16:43:00,2.1,0.42
181,6,2020-01-07 17:26:00,59.6,11.92
182,7,2020-01-07 18:09:00,170.7,34.14
183,1,2020-01-07 18:32:00,67.2,13.44
184,0,2020-01-07 18:53:00,145.4,29.08
185,7,2020-01-07 19:16:00,8.7,1.74
186,8,2020-01-07 19:49:00,24.8,4.96
187,13,2020-01-07 20:47:00,23.0,4.6
188,68,2020-01-07 21:15:00,26.0,5.2
189,2,2020-01-07 22:01:00,4.8,0.96
190,3,2020-01-07 22:49:00,168.4,33.68
191,6,2020-01-08 10:11:00,2.2,0.44
192,8,2020-01-08 10:32:00,2.4,0.48
193,5,2020-01-08 10:55:00,48.5,9.7
194,12,2020-01-08 11:31:00,112.2,22.44
195,3,2020-01-08 12:07:00,18.5,3.7
196,8,2020-01-08 12:19:00,10.0,2.0
197,67,2020-01-08 12:57:00,143.0,28.6
198,2,2020-01-08 13:02:00,159.8,31.96
199,10,2020-01-08 13:30:00,57.2,11.44
200,3,2020-01-08 13:32:00,52.5,10.5
201,2,2020-01-08 13:45:00,44.0,8.8
202,5,2020-01-08 14:18:00,23.3,4.66
203,8,2020-01-08 15:17:00,137.5,27.5
204,6,2020-01-08 15:26:00,35.0,7.0
205,68,2020-01-08 16:12:00,154.6,30.92
206,1,2020-01-08 17:03:00,2.1,0.42
207,2,2020-01-08 17:40:00,156.7,31.34
208,4,2020-01-08 18:17:00,364.1,72.82
209,67,2020-01-08 19:11:00,228.8,45.76
210,8,2020-01-08 19:41:00,122.4,24.48
211,1,2020-01-08 20:10:00,146.7,29.34
212,14,2020-01-08 21:00:00,51.1,10.22
213,13,2020-01-08 21:36:00,109.1,21.82
214,67,2020-01-08 22:05:00,2.1,0.42
215,6,2020-01-08 22:52:00,151.5,30.3
216,5,2020-01-09 10:15:00,38.1,7.62
217,67,2020-01-09 10:53:00,89.0,17.8
218,4,2020-01-09 11:41:00,8.5,1.7
219,3,2020-01-09 12:33:00,28.7,5.74
220,14,2020-01-09 12:43:00,100.2,20.04
221,1,2020-01-09 13:05:00,20.2,4.04
222,8,2020-01-09 13:42:00,52.5,10.5
223,9,2020-01-09 13:42:00,2.4,0.48
224,67,2020-01-09 13:56:00,77.2,15.44
225,10,2020-01-09 14:28:00,189.4,37.88
226,7,2020-01-09 15:12:00,9.0,1.8
227,10,2020-01-09 15:33:00,7.4,1.48
228,14,2020-01-09 15:59:00,197.1,39.42
229,12,2020-01-09 16:43:00,8.5,1.7
230,2,2020-01-09 17:34:00,73.2,14.64
231,14,2020-01-09 17:53:00,20.1,4.02
232,5,2020-01-09 18:14:00,160.3,32.06
233,3,2020-01-09 18:54:00,24.7,4.94
234,0,2020-01-09 19:53:00,13.8,2.76
235,67,2020-01-09 20:25:00,18.9,3.78
236,4,2020-01-09 20:30:00,17.1,3.42
237,5,2020-01-09 21:16:00,14.4,2.88
238,67,2020-01-09 21:41:00,157.0,31.4
239,9,2020-01-09 22:07:00,17.2,3.44
240,9,2020-01-09 22:31:00,2.4,0.48
241,4,2020-01-10 10:34:00,28.8,5.76
242,13,2020-01-10 11:26:00,42.7,8.54
243,3,2020-01-10 11:34:00,42.3,8.46
244,2,2020-01-10 12:17:00,4.2,0.84
245,1,2020-01-10 12:49:00,281.5,56.3
246,3,2020-01-10 13:33:00,122.3,24.46
247,0,2020-01-10 14:31:00,119.7,23.94
248,13,2020-01-10 15:23:00,145.8,29.16
249,12,2020-01-10 15:29:00,11.1,2.22
250,68,2020-01-10 15:44:00,36.5,7.3
251,67,2020-01-10 16:31:00,144.5,28.9
252,1,2020-01-10 16:57:00,8.5,1.7
253,8,2020-01-10 17:17:00,109.1,21.82
254,5,2020-01-10 17:45:00,67.4,13.48
255,13,2020-01-10 18:38:00,7.4,1.48
256,8,2020-01-10 19:35:00,18.1,3.62
257,0,2020-01-10 19:44:00,37.3,7.46
258,1,2020-01-10 19:54:00,153.6,30.72
259,7,2020-01-10 20:23:00,115.5,23.1
260,68,2020-01-10 20:53:00,5.0,1.0
261,8,2020-01-10 21:06:00,61.0,12.2
262,12,2020-01-10 21:19:00,2.6,0.52
263,9,2020-01-10 21:27:00,72.5,14.5
264,10,2020-01-10 22:02:00,34.1,6.82
265,12,2020-01-10 22:42:00,4.8,0.96
266,67,2020-01-11 10:54:00,10.1,2.02
267,7,2020-01-11 10:56:00,130.5,26.1
268,9,2020-01-11 11:23:00,25.1,5.02
269,67,2020-01-11 11:39:00,11.1,2.22
270,0,2020-01-11 11:40:00,19.8,3.96
271,0,2020-01-11 12:10:00,153.1,30.62
272,1,2020-01-11 12:16:00,63.8,12.76
273,2,2020-01-11 12:24:00,116.3,23.26
274,14,2020-01-11 12:33:00,19.5,3.9
275,6,2020-01-11 12:44:00,60.3,12.06
276,12,2020-01-11 13:05:00,98.9,19.78
277,8,2020-01-11 13:32:00,33.6,6.72
278,7,2020-01-11 13:44:00,2.1,0.42
279,9,2020-01-11 14:06:00,62.6,12.52
280,9,2020-01-11 14:23:00,24.8,4.96
281,3,2020-01-11 14:47:00,110.7,22.14
282,8,2020-01-11 14:47:00,7.5,1.5
283,10,2020-01-11 15:04:00,180.2,36.04
284,68,2020-01-11 15:34:00,133.2,26.64
285,1,2020-01-11 15:44:00,34.5,6.9
286,7,2020-01-11 16:01:00,120.0,24.0
287,14,2020-01-11 16:27:00,64.1,12.82
288,14,2020-01-11 16:27:00,20.5,4.1
289,9,2020-01-11 16:53:00,104.2,20.84
290,2,2020-01-11 16:53:00,96.2,19.24
291,68,2020-01-11 17:07:00,26.7,5.34
292,9,2020-01-11 17:32:00,24.9,4.98
293,10,2020-01-11 17:56:00,2.4,0.48
294,9,2020-01-11 18:20:00,92.5,18.5
295,5,2020-01-11 18:27:00,68.6,13.72
296,7,2020-01-11 18:51:00,53.5,10.7
297,5,2020-01-11 19:09:00,2.6,0.52
298,12,2020-01-11 19:15:00,8.5,1.7
299,2,2020-01-11 19:19:00,78.1,15.62
300,9,2020-01-11 19:40:00,18.6,3.72
301,14,2020-01-11 19:50:00,37.2,7.44
302,13,2020-01-11 19:54:00,12.5,2.5
303,3,2020-01-11 20:20:00,2.1,0.42
304,1,2020-01-11 20:45:00,45.5,9.1
305,68,2020-01-11 20:58:00,164.7,32.94
306,1,2020-01-11 21:20:00,242.0,48.4
307,0,2020-01-11 21:46:00,53.5,10.7
308,67,2020-01-11 21:46:00,56.5,11.3
309,0,2020-01-11 22:02:00,56.8,11.36
310,0,2020-01-11 22:28:00,94.6,18.92
311,12,2020-01-11 22:55:00,11.4,2.28
312,8,2020-01-12 11:10:00,27.0,5.4
313,12,2020-01-12 12:06:00,44.0,8.8
314,3,2020-01-12 12:46:00,4.5,0.9
315,13,2020-01-12 13:06:00,110.2,22.04
316,12,2020-01-12 13:18:00,30.9,6.18
317,6,2020-01-12 14:06:00,47.0,9.4
318,68,2020-01-12 14:35:00,4.6,0.92
319,67,2020-01-12 15:19:00,12.3,2.46
320,7,2020-01-12 15:31:00,12.7,2.54
321,68,2020-01-12 15:53:00,229.9,45.98
322,14,2020-01-12 16:30:00,2.1,0.42
323,6,2020-01-12 17:14:00,157.0,31.4
324,67,2020-01-12 17:32:00,13.2,2.64
325,4,2020-01-12 17:41:00,6.4,1.28
326,7,2020-01-12 18:26:00,21.5,4.3
327,14,2020-01-12 18:53:00,42.0,8.4
328,3,2020-01-12 19:37:00,51.0,10.2
329,0,2020-01-12 20:11:00,16.2,3.24
330,7,2020-01-12 20:46:00,19.1,3.82
331,4,2020-01-12 21:13:00,2.4,0.48
332,2,2020-01-12 22:08:00,4.3,0.86
333,68,2020-01-12 22:24:00,10.6,2.12
334,2,2020-01-12 22:52:00,71.1,14.22
335,3,2020-01-13 10:51:00,8.5,1.7
336,5,2020-01-13 11:33:00,20.7,4.14
337,14,2020-01-13 11:53:00,14.0,2.8
338,1,2020-01-13 12:29:00,14.0,2.8
339,6,2020-01-13 13:03:00,172.4,34.48
340,67,2020-01-13 13:43:00,20.6,4.12
341,1,2020-01-13 14:37:00,13.2,2.64
342,14,2020-01-13 15:05:00,126.1,25.22
343,13,2020-01-13 15:58:00,21.3,4.26
344,67,2020-01-13 16:22:00,140.0,28.0
345,68,2020-01-13 16:23:00,19.3,3.86
346,67,2020-01-13 17:18:00,36.1,7.22
347,7,2020-01-13 17:25:00,64.8,12.96
348,2,2020-01-13 18:14:00,31.8,6.36
349,67,2020-01-13 19:11:00,36.4,7.28
350,10,2020-01-13 19:19:00,27.3,5.46
351,9,2020-01-13 19:47:00,24.9,4.98
352,4,2020-01-13 20:07:00,34.4,6.88
353,0,2020-01-13 20:22:00,2.1,0.42
354,68,2020-01-13 20:29:00,24.9,4.98
355,10,2020-01-13 20:57:00,56.9,11.38
356,12,2020-01-13 21:29:00,45.5,9.1
357,13,2020-01-13 21:53:00,113.7,22.74
358,3,2020-01-13 22:24:00,2.1,0.42
359,1,2020-01-13 22:51:00,24.5,4.9
360,9,2020-01-14 10:48:00,54.9,10.98
361,8,2020-01-14 10:50:00,128.8,25.76
362,4,2020-01-14 11:44:00,48.5,9.7
363,10,2020-01-14 12:06:00,9.0,1.8
364,2,2020-01-14 12:28:00,12.1,2.42
365,7,2020-01-14 12:30:00,16.6,3.32
366,10,2020-01-14 12:54:00,2.2,0.44
367,8,2020-01-14 13:22:00,4.4,0.88
368,10,2020-01-14 13:56:00,174.7,34.94
369,10,2020-01-14 14:55:00,55.1,11.02
370,9,2020-01-14 15:23:00,10.1,2.02
371,7,2020-01-14 15:27:00,57.2,11.44
372,10,2020-01-14 16:14:00,5.0,1.0
373,12,2020-01-14 16:41:00,32.7,6.54
374,0,2020-01-14 17:27:00,54.1,10.82
375,0,2020-01-14 17:58:00,61.7,12.34
376,0,2020-01-14 18:14:00,12.2,2.44
377,10,2020-01-14 18:17:00,13.8,2.76
378,4,2020-01-14 18:32:00,204.6,40.92
379,9,2020-01-14 19:22:00,139.3,27.86
380,0,2020-01-14 19:38:00,59.2,11.84
381,0,2020-01-14 19:50:00,2.1,0.42
382,0,2020-01-14 19:55:00,11.4,2.28
383,4,2020-01-14 20:29:00,128.1,25.62
384,10,2020-01-14 20:40:00,174.8,34.96
385,3,2020-01-14 21:26:00,132.2,26.44
386,10,2020-01-14 21:53:00,24.4,4.88
387,7,2020-01-14 22:53:00,270.9,54.18
388,2,2020-01-15 10:30:00,140.9,28.18
389,13,2020-01-15 10:47:00,35.6,7.12
390,67,2020-01-15 10:56:00,62.9,12.58
391,68,2020-01-15 11:43:00,117.6,23.52
392,6,2020-01-15 12:08:00,15.7,3.14
393,9,2020-01-15 12:22:00,5.0,1.0
394,7,2020-01-15 12:51:00,2.1,0.42
395,4,2020-01-15 13:02:00,243.5,48.7
396,10,2020-01-15 13:18:00,78.3,15.66
397,8,2020-01-15 14:10:00,274.7,54.94
398,14,2020-01-15 15:03:00,29.0,5.8
399,14,2020-01-15 15:03:00,203.9,40.78
400,10,2020-01-15 15:39:00,13.0,2.6
401,0,2020-01-15 16:21:00,31.8,6.36
402,4,2020-01-15 16:44:00,10.1,2.02
403,8,2020-01-15 17:27:00,31.3,6.26
404,13,2020-01-15 18:13:00,151.5,30.3
405,6,2020-01-15 18:52:00,115.3,23.06
406,67,2020-01-15 19:29:00,24.8,4.96
407,9,2020-01-15 19:37:00,13.2,2.64
408,6,2020-01-15 20:28:00,20.2,4.04
409,67,2020-01-15 21:27:00,138.7,27.74
410,3,2020-01-15 21:56:00,20.2,4.04
411,3,2020-01-15 22:00:00,12.5,2.5
412,67,2020-01-15 22:20:00,10.9,2.18
413,4,2020-01-15 22:29:00,7.8,1.56
414,10,2020-01-15 22:47:00,50.2,10.04
415,10,2020-01-16 10:14:00,24.7,4.94
416,9,2020-01-16 11:14:00,232.5,46.5
417,3,2020-01-16 11:38:00,10.1,2.02
418,6,2020-01-16 12:27:00,446.5,89.3
419,3,2020-01-16 12:28:00,10.1,2.02
420,3,2020-01-16 13:26:00,30.9,6.18
421,6,2020-01-16 13:30:00,16.4,3.28
422,0,2020-01-16 14:11:00,16.3,3.26
423,0,2020-01-16 15:06:00,47.4,9.48
424,5,2020-01-16 15:10:00,24.9,4.98
425,9,2020-01-16 15:26:00,2.4,0.48
426,10,2020-01-16 15:40:00,20.3,4.06
427,14,2020-01-16 15:52:00,10.1,2.02
428,6,2020-01-16 16:40:00,2.1,0.42
429,1,2020-01-16 16:43:00,137.9,27.58
430,9,2020-01-16 17:07:00,2.4,0.48
431,67,2020-01-16 17:16:00,238.2,47.64
432,10,2020-01-16 17:46:00,9.7,1.94
433,4,2020-01-16 18:27:00,42.6,8.52
434,2,2020-01-16 18:53:00,328.8,65.76
435,8,2020-01-16 19:20:00,11.6,2.32
436,12,2020-01-16 20:11:00,21.8,4.36
437,0,2020-01-16 21:00:00,13.7,2.74
438,68,2020-01-16 21:28:00,4.2,0.84
439,12,2020-01-16 22:17:00,151.5,30.3
440,5,2020-01-16 22:51:00,20.7,4.14
441,13,2020-01-17 10:42:00,2.4,0.48
442,10,2020-01-17 11:26:00,40.9,8.18
443,3,2020-01-17 11:30:00,2.2,0.44
444,4,2020-01-17 11:48:00,33.3,6.66
445,12,2020-01-17 12:45:00,54.9,10.98
446,1,2020-01-17 13:42:00,2.4,0.48
447,4,2020-01-17 14:03:00,150.7,30.14
448,9,2020-01-17 14:57:00,39.0,7.8
449,1,2020-01-17 15:07:00,6.7,1.34
450,4,2020-01-17 15:54:00,243.1,48.62
451,67,2020-01-17 16:11:00,20.1,4.02
452,1,2020-01-17 16:22:00,45.5,9.1
453,67,2020-01-17 16:56:00,2.2,0.44
454,13,2020-01-17 17:45:00,26.5,5.3
455,68,2020-01-17 18:11:00,135.5,27.1
456,0,2020-01-17 18:52:00,26.2,5.24
457,14,2020-01-17 19:13:00,24.6,4.92
458,8,2020-01-17 19:48:00,130.6,26.12
459,7,2020-01-17 19:55:00,135.0,27.0
460,0,2020-01-17 20:24:00,123.1,24.62
461,6,2020-01-17 20:44:00,18.5,3.7
462,67,2020-01-17 20:59:00,47.0,9.4
463,2,2020-01-17 21:44:00,12.2,2.44
464,6,2020-01-17 22:06:00,5.0,1.0
465,9,2020-01-17 22:36:00,14.9,2.98
466,9,2020-01-17 22:44:00,42.7,8.54
467,7,2020-01-17 22:44:00,39.1,7.82
468,6,2020-01-18 10:26:00,204.5,40.9
469,5,2020-01-18 10:35:00,122.6,24.52
470,67,2020-01-18 10:51:00,2.1,0.42
471,12,2020-01-18 11:19:00,141.8,28.36
472,2,2020-01-18 11:37:00,57.1,11.42
473,3,2020-01-18 11:49:00,26.9,5.38
474,1,2020-01-18 12:03:00,46.2,9.24
475,14,2020-01-18 12:11:00,77.9,15.58
476,14,2020-01-18 12:13:00,19.4,3.88
477,10,2020-01-18 12:21:00,8.7,1.74
478,10,2020-01-18 12:34:00,92.5,18.5
479,3,2020-01-18 12:35:00,10.1,2.02
480,5,2020-01-18 13:00:00,2.4,0.48
481,12,2020-01-18 13:03:00,10.1,2.02
482,12,2020-01-18 13:29:00,11.7,2.34
483,10,2020-01-18 13:58:00,4.8,0.96
484,68,2020-01-18 14:14:00,45.5,9.1
485,1,2020-01-18 14:27:00,63.5,12.7
486,12,2020-01-18 14:44:00,39.4,7.88
487,1,2020-01-18 14:50:00,8.5,1.7
488,67,2020-01-18 14:55:00,17.6,3.52
489,4,2020-01-18 15:25:00,113.1,22.62
490,67,2020-01-18 15:45:00,2.1,0.42
491,68,2020-01-18 16:13:00,66.2,13.24
492,1,2020-01-18 16:42:00,103.7,20.74
493,7,2020-01-18 17:06:00,184.3,36.86
494,5,2020-01-18 17:33:00,60.2,12.04
495,5,2020-01-18 17:52:00,10.9,2.18
496,8,2020-01-18 18:05:00,20.9,4.18
497,13,2020-01-18 18:10:00,6.7,1.34
498,3,2020-01-18 18:24:00,34.7,6.94
499,2,2020-01-18 18:40:00,18.0,3.6
500,8,2020-01-18 19:04:00,2.1,0.42
501,7,2020-01-18 19:25:00,266.7,53.34
502,1,2020-01-18 19:53:00,37.2,7.44
503,5,2020-01-18 19:55:00,214.7,42.94
504,8,2020-01-18 19:58:00,31.6,6.32
505,7,2020-01-18 20:14:00,28.2,5.64
506,68,2020-01-18 20:27:00,14.1,2.82
507,5,2020-01-18 20:57:00,18.4,3.68
508,8,2020-01-18 21:24:00,154.7,30.94
509,0,2020-01-18 21:52:00,19.5,3.9
510,8,2020-01-18 22:22:00,36.7,7.34
511,3,2020-01-18 22:38:00,30.7,6.14
512,12,2020-01-18 22:44:00,58.5,11.7
513,67,2020-01-19 11:27:00,222.7,44.54
514,12,2020-01-19 12:06:00,17.3,3.46
515,7,2020-01-19 13:01:00,14.6,2.92
516,6,2020-01-19 13:41:00,101.2,20.24
517,14,2020-01-19 14:29:00,2.6,0.52
518,1,2020-01-19 15:15:00,55.4,11.08
519,1,2020-01-19 16:04:00,29.5,5.9
520,8,2020-01-19 16:55:00,109.6,21.92
521,3,2020-01-19 17:32:00,4.6,0.92
522,6,2020-01-19 18:24:00,31.1,6.22
523,9,2020-01-19 18:32:00,10.1,2.02
524,2,2020-01-19 19:00:00,192.6,38.52
525,4,2020-01-19 19:51:00,45.7,9.14
526,14,2020-01-19 20:43:00,112.0,22.4
527,7,2020-01-19 21:20:00,15.9,3.18
528,67,2020-01-19 21:36:00,131.4,26.28
529,5,2020-01-19 22:28:00,2.1,0.42
530,3,2020-01-20 10:56:00,13.2,2.64
531,2,2020-01-20 11:55:00,59.0,11.8
532,14,2020-01-20 12:40:00,4.3,0.86
533,2,2020-01-20 13:38:00,52.3,10.46
534,5,2020-01-20 13:53:00,44.0,8.8
535,7,2020-01-20 14:25:00,128.2,25.64
536,7,2020-01-20 14:58:00,133.7,26.74
537,68,2020-01-20 15:24:00,17.2,3.44
538,3,2020-01-20 15:57:00,10.1,2.02
539,7,2020-01-20 16:26:00,4.5,0.9
540,12,2020-01-20 16:44:00,13.1,2.62
541,12,2020-01-20 16:50:00,165.8,33.16
542,5,2020-01-20 17:16:00,26.5,5.3
543,3,2020-01-20 17:28:00,22.7,4.54
544,67,2020-01-20 17:30:00,21.7,4.34
545,6,2020-01-20 18:29:00,47.6,9.52
546,8,2020-01-20 19:13:00,376.0,75.2
547,0,2020-01-20 19:38:00,48.1,9.62
548,10,2020-01-20 20:21:00,24.9,4.98
549,5,2020-01-20 21:17:00,16.4,3.28
550,8,2020-01-20 21:21:00,35.8,7.16
551,3,2020-01-20 21:31:00,25.5,5.1
552,7,2020-01-20 21:39:00,11.7,2.34
553,10,2020-01-20 22:27:00,30.7,6.14
554,1,2020-01-21 10:39:00,4.5,0.9
555,67,2020-01-21 11:30:00,22.3,4.46
556,14,2020-01-21 11:53:00,20.0,4.0
557,2,2020-01-21 12:35:00,20.2,4.04
558,8,2020-01-21 13:22:00,266.9,53.38
